indicator_name,indicator_code,country_name,country_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Trade (% Of GDP),NE.TRD.GNFS.ZS,Singapore,SGP,3.643645247,3.492921569,3.497461399,3.772185643,0.415237125,0.424351293,4.253633995,3.942884719,4.373267149,3.581928118,3.696855558,3.799863138,3.692129658,3.674178492,0.364673192,3.294713989,0.344784662,3.178326812,3.261946823
Trade (% Of GDP),NE.TRD.GNFS.ZS,South Korea,KOR,0.679471925,0.63911626,0.061537786,0.633929955,0.727618632,0.711843142,0.7355135,0.772437434,0.999335622,0.094126377,0.956548584,0.11525257,0.198861982,0.127774591,0.952972227,0.837121215,0.777128322,0.087792194,0.833928373
Trade (% Of GDP),NE.TRD.GNFS.ZS,Thailand,THA,1.212978836,0.122676963,1.149697432,1.166928382,1.274127526,1.378539349,1.348677615,1.298731411,0.144369681,1.192695547,1.2725452,1.396755555,1.384791854,1.334726195,1.317855353,1.259243812,1.222915799,1.225245475,1.233688165
Trade (% Of GDP),NE.TRD.GNFS.ZS,United States,USA,0.254363523,0.228429578,0.221542718,0.22477157,0.243524675,0.255559945,0.269148681,0.279558273,0.298867986,0.246415635,0.285795228,0.037892946,0.035681839,0.031372244,0.299688536,0.277367718,0.265145953,0.271423224,0.275439284
Trade (% Of GDP),NE.TRD.GNFS.ZS,Vietnam,VNM,1.114179442,1.11955938,1.166968687,1.243279544,1.331649787,0.137148465,1.383136219,1.5465384,1.543174796,1.347631772,1.522173686,1.629145527,1.565539332,1.659423697,1.695345132,1.787674147,1.846862783,0.023845843,0.283666586
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,Brunei Darussalam,BRN,0,0.274235563,0.222972153,0.224194849,0.025777254,0.181119272,0.177442945,0.173924643,0.157697342,0.218879847,0.126334486,0.125221684,0.163982475,0.185246242,0.164625986,0.178954993,0.197586146,0.148452619,0.158161956
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,Cambodia,KHM,0.025543464,0.218846793,0.228687282,0.217839388,0.247167255,0.279659567,0.292695563,0.264825618,0.234579419,0.255187359,0.271188148,0.329782227,0.343848896,0.347125722,0.352912894,0.343331888,0.326167913,0.331521891,0.346158548
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,China,CHN,0.094916113,0.096734668,0.011274349,0.068196153,0.077756585,0.071594215,0.078211587,0.071736862,0.065676984,0.052637852,0.042468454,0.059443951,0.056594353,0.056174569,0.062463195,0.059296242,0.058354888,0.056413646,0.055797582
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,India,IND,0.076587244,0.077117339,0.078683995,0.082693936,0.013722639,0.121964666,0.136836669,0.128896874,0.134849849,0.018742145,0.116967839,0.118639647,0.123352782,0.122735572,0.116879335,0.113577987,0.112529524,0.111136749,0.121627474
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,Indonesia,IDN,0.126354965,0.133256485,0.121167911,0.096668337,0.13766868,0.123112448,0.084236193,0.082233632,0.08293452,0.065256197,0.05712666,0.061645491,0.063635513,0.063514123,0.064666869,0.061727562,0.057658629,0.057152979,0.066116632
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,Japan,JPN,0.038482934,0.048519222,0.043593589,0.043322672,0.048736975,0.056735536,0.055349158,0.062687239,0.063521689,0.052886232,0.052531287,0.051399371,0.051854192,0.059452848,0.073471341,0.077751188,0.073532359,0.07816887,0.079372219
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,Lao PDR,LAO,0.126328725,0.119114714,0.116569786,0.076994215,0.08886887,0.088949936,0.075552156,0.076245595,0.093596779,0.09135935,0.018658299,0.01626254,0.13584719,0.15457653,0.14429146,0.133599654,0.117573146,0.112555916,0.115668163
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,Malaysia,MYS,0.328322872,0.336565758,0.311327677,0.282861912,0.293226382,0.295612668,0.274949829,0.298345759,0.264373966,0.275728314,0.263985846,0.259593777,0.266915149,0.269852961,0.258467827,0.249229774,0.251431955,0.249434773,0.236286575
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,Myanmar,MMR,0.139563877,0.12219244,0.019596896,0.066529299,0.066788235,0.064892544,0.064253896,0.048951137,0.035677875,0.026185958,0.023379961,0.038229734,0.044896883,0.081857756,0.081367549,0.013491743,0.099754144,0.018693362,0.114376154
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,Philippines,PHL,0.134146529,0.135493318,0.135918454,0.131965638,0.137986523,0.146249765,0.144436573,0.149379977,0.138574711,0.138238585,0.149324555,0.13917189,0.138747878,0.145883224,0.163113938,0.179917753,0.181582495,0.194479571,0.197341576
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,Singapore,SGP,0.582344866,0.639532495,0.662115147,0.719671894,0.776146934,0.787564352,0.829788638,0.821188576,0.928263472,0.846192765,0.837751367,0.848778517,0.889964522,0.948514344,0.117769427,0.122365914,0.976341833,0.134589865,0.117845534
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,South Korea,KOR,0.117445444,0.119724715,0.111445427,0.112217156,0.125124456,0.122542838,0.125582644,0.138833522,0.187984353,0.171211844,0.164341633,0.166599673,0.172824458,0.163125297,0.169784455,0.151597887,0.146279327,0.141196518,0.146178174
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,Thailand,THA,0.232434558,0.229721167,0.239978496,0.223561875,0.24359949,0.246799715,0.258526717,0.259315672,0.271621948,0.229434963,0.221846916,0.236347267,0.231897584,0.243156668,0.238598926,0.256889286,0.262887617,0.258376464,0.262272291
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,United States,USA,0.049436228,0.046969791,0.046187469,0.046446297,0.058481646,0.05196546,0.054862786,0.059574828,0.064171264,0.062255393,0.064838819,0.068381364,0.068391399,0.069234815,0.069733459,0.068459175,0.067892843,0.068915268,0.067867878
Trade In Services (% Of GDP),BG.GSR.NFSV.GD.ZS,Vietnam,VNM,0.191157142,0.189443548,0.189538558,0.185129793,0.189443245,0.155225555,0.15383326,0.165537623,0.159326551,0.131613873,0.149924417,0.153343738,0.139381744,0.143271195,0.136784982,0.141931669,0.142529938,0.134819993,0.135638841
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,Brunei Darussalam,BRN,0.71164,0.71652,0.7246,0.72421,0.72794,0.73163,0.73529,0.73892,0.74252,0.7468,0.74961,0.7531,0.75656,0.75997,0.76332,0.76663,0.7699,0.77312,0.77629
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,Cambodia,KHM,0.18586,0.1873,0.1882,0.18937,0.1955,0.19174,0.19293,0.19413,0.19571,0.1993,0.02294,0.02663,0.2137,0.21415,0.21799,0.22188,0.22582,0.2298,0.23388
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,China,CHN,0.35877,0.3793,0.38425,0.39776,0.41144,0.42522,0.43868,0.45199,0.46539,0.4788,0.49226,0.05511,0.51765,0.5313,0.54259,0.555,0.56736,0.5796,0.59152
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,India,IND,0.27667,0.27918,0.28244,0.28572,0.2893,0.29235,0.29569,0.2996,0.03246,0.03587,0.0393,0.31276,0.31634,0.323,0.32384,0.32777,0.33182,0.336,0.343
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,Indonesia,IDN,0.422,0.42783,0.43568,0.44356,0.45149,0.45942,0.46738,0.47535,0.48335,0.49134,0.49914,0.05595,0.51276,0.51955,0.52635,0.53313,0.53989,0.54659,0.55325
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,Japan,JPN,0.78649,0.7999,0.81647,0.83196,0.8464,0.85978,0.87118,0.88146,0.8913,0.89989,0.09812,0.9169,0.91148,0.91226,0.9134,0.91381,0.91457,0.91535,0.91616
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,Lao PDR,LAO,0.21977,0.22993,0.2444,0.25126,0.26242,0.27186,0.27748,0.28316,0.28893,0.29475,0.0364,0.0366,0.31264,0.31872,0.32487,0.3318,0.33736,0.34368,0.354
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,Malaysia,MYS,0.61977,0.62922,0.63856,0.6478,0.65694,0.66594,0.67483,0.6836,0.69225,0.0775,0.07912,0.7169,0.72275,0.7293,0.73577,0.74213,0.7484,0.75447,0.7636
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,Myanmar,MMR,0.2725,0.2728,0.27391,0.27575,0.2776,0.27946,0.28132,0.28319,0.2857,0.28695,0.28885,0.2975,0.29266,0.29457,0.2965,0.29858,0.0382,0.03322,0.03579
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,Philippines,PHL,0.46135,0.465,0.45965,0.4588,0.45795,0.4571,0.45625,0.4554,0.45455,0.45371,0.45332,0.45522,0.45712,0.4593,0.4693,0.46284,0.46475,0.46682,0.4697
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,Singapore,SGP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,South Korea,KOR,0.79621,0.7994,0.08299,0.08652,0.812,0.81345,0.81528,0.81631,0.81733,0.81835,0.81936,0.81923,0.81851,0.81779,0.8177,0.81634,0.81562,0.8153,0.81459
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,Thailand,THA,0.31386,0.32548,0.33734,0.34941,0.36169,0.37411,0.38673,0.3995,0.41242,0.42543,0.43856,0.44698,0.45445,0.46193,0.46943,0.47694,0.48448,0.492,0.49949
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,United States,USA,0.7957,0.79234,0.7949,0.79583,0.79757,0.79928,0.0899,0.08269,0.08438,0.0866,0.08772,0.08944,0.81119,0.81299,0.81483,0.81671,0.81862,0.8258,0.82256
Urban Population (% Of Total Population),SP.URB.TOTL.IN.ZS,Vietnam,VNM,0.24374,0.24937,0.25511,0.2692,0.26683,0.27281,0.27888,0.2854,0.29128,0.29762,0.03417,0.318,0.31752,0.32429,0.33115,0.3389,0.3451,0.35213,0.35919
Urban Population Growth (Annual %),SP.URB.GROW,Brunei Darussalam,BRN,0.028819113,0.027239143,0.025136892,0.023789883,0.022369842,0.027354992,0.018996496,0.017542138,0.016675494,0.016534655,0.016992214,0.01753357,0.017962115,0.018263517,0.017535397,0.01678687,0.015987793,0.015245168,0.014617674
Urban Population Growth (Annual %),SP.URB.GROW,Cambodia,KHM,0.028621345,0.026647245,0.024793398,0.023334569,0.022437842,0.021934844,0.021465516,0.021957519,0.022898894,0.033173149,0.033491217,0.033975882,0.034242471,0.034373584,0.034153352,0.033724482,0.033253787,0.03277375,0.032525742
Urban Population Growth (Annual %),SP.URB.GROW,China,CHN,0.036492527,0.045956576,0.041981148,0.047843527,0.039753721,0.03882473,0.036747289,0.035112556,0.034339577,0.033381247,0.032553655,0.035669975,0.029395423,0.02876167,0.028294827,0.027695511,0.027446937,0.026935414,0.024916282
Urban Population Growth (Annual %),SP.URB.GROW,India,IND,0.025446168,0.026318953,0.028552993,0.028618118,0.027671252,0.02721833,0.026816855,0.026424837,0.025953715,0.025316967,0.024654896,0.024119936,0.023697698,0.023427318,0.023291644,0.023228967,0.023179312,0.023144481,0.023896548
Urban Population Growth (Annual %),SP.URB.GROW,Indonesia,IDN,0.043334537,0.032145383,0.031755616,0.031413477,0.03113893,0.037746627,0.034736158,0.031471189,0.029922962,0.029687558,0.029128958,0.027312873,0.026888972,0.02656437,0.026112168,0.025473562,0.024797776,0.024845994,0.023448695
Urban Population Growth (Annual %),SP.URB.GROW,Japan,JPN,0.003276957,0.019316238,0.022828721,0.029341493,0.01754432,0.015778467,0.013858988,0.012889983,0.011282732,0.009769499,0.009283595,0.009737665,-0.007399716,-0.005873318,-0.004722916,-0.002182726,-0.003215224,-0.007923471,-0.001142188
Urban Population Growth (Annual %),SP.URB.GROW,Lao PDR,LAO,0.062639113,0.061196174,0.064327597,0.059851494,0.058685436,0.051183112,0.036746712,0.03734188,0.037133263,0.036671969,0.036551498,0.035254126,0.034668614,0.034165164,0.034512239,0.034923258,0.034199987,0.034963932,0.033816737
Urban Population Growth (Annual %),SP.URB.GROW,Malaysia,MYS,0.043374128,0.037875387,0.035574231,0.034422499,0.033728229,0.033259474,0.032969917,0.032541757,0.03168786,0.033676954,0.028783878,0.025369733,0.023714152,0.022712962,0.022237318,0.022563482,0.021991797,0.021679845,0.021316368
Urban Population Growth (Annual %),SP.URB.GROW,Myanmar,MMR,0.018353122,0.017587427,0.0167544,0.016164919,0.015287154,0.014583276,0.013781159,0.013136268,0.012878263,0.012976233,0.013549397,0.014231213,0.014818361,0.015266837,0.014757687,0.014611256,0.014369459,0.014286139,0.014524812
Urban Population Growth (Annual %),SP.URB.GROW,Philippines,PHL,0.019749717,0.019481934,0.019171691,0.018667235,0.017919127,0.017358398,0.016759564,0.015246336,0.014731366,0.014648896,0.015811719,0.021167811,0.021263819,0.021947149,0.025975822,0.019928998,0.019192813,0.018899453,0.018769614
Urban Population Growth (Annual %),SP.URB.GROW,Singapore,SGP,0.017324223,0.026973558,0.009126399,-0.014745328,0.012519167,0.023551129,0.031293892,0.041662864,0.053215178,0.031594991,0.017718329,0.028492457,0.024533933,0.016193899,0.012984418,0.011863769,0.01297437,0.008859547,0.00469743
Urban Population Growth (Annual %),SP.URB.GROW,South Korea,KOR,0.011342845,0.011678928,0.012641227,0.009569638,0.008293557,0.006345498,0.007499161,0.006314917,0.008841888,0.006394348,0.00621567,0.007531596,0.004377883,0.003672134,0.005477274,0.004379453,0.003861286,0.00286462,0.004213344
Urban Population Growth (Annual %),SP.URB.GROW,Thailand,THA,0.023819483,0.04562827,0.044953356,0.042637552,0.041418375,0.042171728,0.039217491,0.038861989,0.037866871,0.03693579,0.035292298,0.023817852,0.021266576,0.028635174,0.024142658,0.019893158,0.019415963,0.018854959,0.018263335
Urban Population Growth (Annual %),SP.URB.GROW,United States,USA,0.015121139,0.012133842,0.011484188,0.017836384,0.011438854,0.011358846,0.011779682,0.011636776,0.011561857,0.018529294,0.013357413,0.009327364,0.009432346,0.009842333,0.009535872,0.009619854,0.009526152,0.008714928,0.007633394
Urban Population Growth (Annual %),SP.URB.GROW,Vietnam,VNM,0.034121754,0.033194555,0.032517144,0.031885124,0.031639183,0.031389278,0.031324922,0.031281815,0.031253683,0.031326756,0.031774575,0.031785922,0.031811684,0.03163145,0.031468736,0.031183264,0.038449629,0.033441615,0.02977827
